Date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2008-01,0.011411764705882352,0.010470588235294117,0.012773109243697478,0.024756302521008404,0.05764705882352941,0.0789579831932773,0.07329411764705883,0.05786554621848739,0.05621848739495798,0.051647058823529414,0.051798319327731095,0.05043697478991597,0.04223529411764706,0.0413781512605042,0.03712605042016807,0.0413781512605042,0.04746218487394958,0.047008403361344535,0.049210084033613447,0.051697478991596636,0.0459327731092437,0.03144537815126051,0.017327731092436974,0.010521008403361344
2008-02,0.011411764705882354,0.010470588235294117,0.012773109243697478,0.024756302521008404,0.05764705882352941,0.0789579831932773,0.07329411764705883,0.05786554621848739,0.05621848739495798,0.05164705882352942,0.051798319327731095,0.05043697478991597,0.04223529411764706,0.0413781512605042,0.037126050420168075,0.0413781512605042,0.04746218487394958,0.047008403361344535,0.049210084033613447,0.051697478991596636,0.0459327731092437,0.03144537815126051,0.017327731092436974,0.010521008403361344
2008-03,0.011381058033113605,0.010618750544032163,0.013545467579633883,0.026876538248949883,0.059019562217716606,0.07859034935690459,0.07229697076519312,0.05775757914066942,0.055921989961642785,0.05165524641996569,0.051708960794381906,0.049906553021135655,0.04217873949707277,0.04110269606727991,0.03739912442523759,0.041769229935934515,0.04743148278921196,0.047148954636224566,0.04936899304059401,0.05132416925093892,0.04499714866610005,0.03053403662752694,0.016888268570087846,0.010578130410451636
2008-04,0.01047200753341019,0.012772966660701641,0.024758025418712196,0.05764562025687393,0.07895668709756258,0.0732928261268681,0.05786585526108878,0.05621606688128709,0.051647771028593366,0.05179795287056674,0.050439572169457825,0.04223658464046712,0.04137806568475525,0.03712863216180748,0.04137582294935112,0.04746221922690888,0.047007179862396956,0.04921007473774118,0.05169820614496966,0.045930670620852355,0.03144515596936004,0.017328936573338737,0.010520198676611657,0.011412901446317132
2008-05,0.010474350634502184,0.012773154709574014,0.024760502708702312,0.05764497301680486,0.07895345929491569,0.07329109848435557,0.05786476344133754,0.05621554898876864,0.051649404454987696,0.0517948393170878,0.0504451979473332,0.0422360116899282,0.04137694275074778,0.03713261456887311,0.04137042264082954,0.04745934281843647,0.04700511147890586,0.049212212657504,0.05169933087080099,0.0459289734355702,0.03144419379247212,0.01733007173985102,0.01051993548324086,0.011417543074470326
2008-06,0.010500779994182812,0.012787020784428556,0.024777837967075986,0.05763640477991926,0.07890854590450498,0.07326979960114231,0.05785538044564087,0.05620921667650445,0.05164826061888569,0.05178425421713346,0.050448860183832656,0.04223972436094562,0.041383466016317226,0.03714132371347983,0.04137121718533696,0.04745614431838558,0.04699955766613829,0.049207415236767305,0.05170136235742383,0.045933013654142346,0.03145965883154634,0.017352162237165625,0.010513947215867325,0.01141464603323271
2008-07,0.010520108984381804,0.01280412650490681,0.024796975292454327,0.0576249448638801,0.07885264059652396,0.0732384068876109,0.05783994962312894,0.05619691417212408,0.05164206422769772,0.05177710318372189,0.050439398165021014,0.04223914258672938,0.041384302050543505,0.03714271629495185,0.04136298651795744,0.04744471946260756,0.046993495171003055,0.049201057113926444,0.05169382068628605,0.04593517748155727,0.031476099884171896,0.017371120650316273,0.010561796757588447,0.011460932840909318
2008-08,0.010522490326873205,0.012806941926251269,0.0248031021876102,0.05762200757549076,0.07883960452837617,0.07323353046440241,0.05783594797851239,0.05619330664694063,0.05163698037089861,0.05177224714938477,0.050441300703253235,0.04223999475645167,0.04138428331356058,0.03714425212596691,0.04136457156282471,0.04744322877157273,0.046988807542195664,0.04919987702769116,0.05169195862736826,0.04593307171310652,0.03147908194324317,0.017377752106991544,0.010570667657170643,0.011474992993862797
2008-09,0.010493226908684554,0.012783145180391043,0.024771681644478117,0.05763681108871699,0.07891184911813172,0.07327030146915291,0.05785441225014522,0.05620434180415981,0.05164627382981457,0.05178484867115908,0.050445144915420355,0.04223695512863626,0.041380069188869044,0.037139885481977476,0.04136573638886174,0.04745646160817462,0.04699543446128186,0.049207405180431166,0.0516949500130509,0.0459278738202713,0.031451307883748156,0.017343521982932424,0.010547822974092675,0.011450539007418018
2008-10,0.010629739991441732,0.012326381445204164,0.022440811833826,0.05128057453909745,0.07482848405498708,0.07438930907621005,0.06085498322809088,0.05653399497484979,0.05253669121825402,0.051767368971679044,0.05071137794734442,0.04382749999830098,0.04154331726347825,0.03795749507847122,0.04055146510471932,0.04628341259575958,0.047091897421679726,0.048784604927241605,0.051221705398697165,0.047046544204767685,0.03424772545548625,0.020062764508771407,0.011836960623369657,0.01124489013827248
2008-11,0.011411764705882352,0.010470588235294117,0.012773109243697478,0.024756302521008404,0.05764705882352941,0.0789579831932773,0.07329411764705883,0.05786554621848739,0.05621848739495798,0.051647058823529414,0.051798319327731095,0.05043697478991597,0.04223529411764706,0.041378151260504197,0.03712605042016807,0.041378151260504197,0.04746218487394958,0.047008403361344535,0.049210084033613447,0.051697478991596636,0.0459327731092437,0.03144537815126051,0.017327731092436974,0.010521008403361344
2008-12,0.01140927594561091,0.010468304733601764,0.012770323591552713,0.024750903487312036,0.05763448673556027,0.07894076346462453,0.07327813313521235,0.057852926481205255,0.056206226860189244,0.05163579525900196,0.05178702277521772,0.050425975129275914,0.042226083138910485,0.04136912721368787,0.0371179537022894,0.04136912721368787,0.04745183397703271,0.04699815142838545,0.049199351942192555,0.05168620443107388,0.04592275575751786,0.031438520315519906,0.017323952135382695,0.010736801145954664
